text,category
Minyak zaitun kondisi expired date terlampaui di dry goods shelf noted dalam daily waste report.,EXPIRED
Grilled chicken breast tidak terjual hari ini after lunch rush - disposal required immediately,SURPLUS
Laporan: Saus tiram ditemukan expired date hari ini di pada cold storage rack. noted dalam daily waste report,EXPIRED
Laporan: Tahu segar ditemukan berbau busuk tidak sedap di di chiller utama. disposal required immediately,SPOILED
"kondisi aktual: Daging sapi cincang berlendir keputihan dalam freezer, noted dalam daily waste report",SPOILED
Saus tiram kondisi expired date terlampaui pada cold storage rack wajib segera dibuang sesuai SOP.,EXPIRED
Ketchup mengalami terlewat 1 minggu dari expiry saat in cooler cabinet. Harus disposal required immediately,EXPIRED
"catatan chef: Grilled chicken breast tidak terjual hari ini end of dinner service, harus dibuatkan waste log entry",SURPLUS
Laporan: Kentang goreng ditemukan terlalu gosong kecoklatan di dari deep fryer. harus dibuatkan waste log entry,OVERCOOKED
Ujung daun bawang over-trimmed during prep during vegetable prep - harus dibuatkan waste log entry,PREP_WASTE
Telur ayam kondisi berlendir kekuningan dalam freezer direject oleh kitchen manager.,SPOILED
Daging sapi cincang berbau busuk tidak sedap di rak pantry - noted dalam daily waste report,SPOILED
Portion rice kondisi leftover setelah shift end of dinner service disposal required immediately.,SURPLUS
"catatan chef: Steak sapi ribeye kering berlebihan terlalu hard dari kompor main stove, noted dalam daily waste report",OVERCOOKED
Ketchup telah lewat expired date 3 hari di dry goods shelf - disposal required immediately,EXPIRED
" Kulit kentang excessive peeling waste di sink area, noted dalam daily waste report",PREP_WASTE
"inspeksi menemukan Tahu segar berubah warna kehijauan di rak pantry, direject oleh kitchen manager",SPOILED
Fresh fruit salad leftover setelah shift in holding warmer - harus dibuatkan waste log entry,SURPLUS
"inspeksi menemukan Steamed broccoli over-prepared untuk service prepped but unserved, wajib segera dibuang sesuai SOP",SURPLUS
Rice bowl tercampur cleaning chemical spray di plating area - direject oleh kitchen manager,CONTAMINATED
Mayonaise terlewat 1 minggu dari expiry di dry goods shelf - wajib segera dibuang sesuai SOP,EXPIRED
Keju cheddar mengalami expired date terlampaui saat pada cold storage rack. Harus wajib segera dibuang sesuai SOP,EXPIRED
Laporan: Potongan wortel ditemukan terbuang saat pemotongan di di prep station. direject oleh kitchen manager,PREP_WASTE
Laporan: Keju cheddar ditemukan expired date hari ini di di refrigerated section. noted dalam daily waste report,EXPIRED
Tahu segar mengalami berlendir kekuningan saat di chiller utama. Harus harus dibuatkan waste log entry,SPOILED
Laporan: Steamed broccoli ditemukan over-prepared untuk service di in holding warmer. direject oleh kitchen manager,SURPLUS
Saus tiram kondisi expired date hari ini di dry goods shelf noted dalam daily waste report.,EXPIRED
Laporan: Susu cream ditemukan terlewat 1 minggu dari expiry di di dry goods shelf. disposal required immediately,EXPIRED
"kondisi aktual: Steamed broccoli tidak terjual hari ini after lunch rush, direject oleh kitchen manager",SURPLUS
Mayonaise mengalami sudah melewati MHD 2 minggu saat di dry goods shelf. Harus disposal required immediately,EXPIRED
"laporan staff shift: Ikan salmon berbau busuk tidak sedap dalam freezer, wajib segera dibuang sesuai SOP",SPOILED
Daging sapi cincang berjamur hijau kebiruan di counter prep station - noted dalam daily waste report,SPOILED
" Daging sapi cincang berjamur hijau kebiruan di rak pantry, disposal required immediately",SPOILED
Mayonaise expired date hari ini pada cold storage rack - harus dibuatkan waste log entry,EXPIRED
Fresh fruit salad leftover setelah shift end of dinner service - wajib segera dibuang sesuai SOP,SURPLUS
Portion rice mengalami tidak tersentuh customer saat prepped but unserved. Harus harus dibuatkan waste log entry,SURPLUS
Chicken stock kondisi tidak terjual hari ini in holding warmer harus dibuatkan waste log entry.,SURPLUS
" Mayonaise sudah melewati MHD 2 minggu in cooler cabinet, noted dalam daily waste report",EXPIRED
Chicken stock mengalami leftover setelah shift saat after lunch rush. Harus harus dibuatkan waste log entry,SURPLUS
Saus tiram kondisi telah lewat expired date 3 hari in cooler cabinet direject oleh kitchen manager.,EXPIRED
Laporan: Salad Caesar ditemukan tersentuh paper towel kotor di during food assembly. harus dibuatkan waste log entry,CONTAMINATED
Ranting parsley terbuang saat pemotongan di prep station - disposal required immediately,PREP_WASTE
Mayonaise telah lewat expired date 3 hari in cooler cabinet - noted dalam daily waste report,EXPIRED
Saus tiram mengalami expired date terlampaui saat di refrigerated section. Harus disposal required immediately,EXPIRED
Rice pilaf terlalu gosong kecoklatan dari deep fryer - direject oleh kitchen manager,OVERCOOKED
Sayuran brokoli mengalami terlalu gosong kecoklatan saat setelah oven baking. Harus wajib segera dibuang sesuai SOP,OVERCOOKED
Kulit kentang over-trimmed during prep di prep station - harus dibuatkan waste log entry,PREP_WASTE
Potongan wortel kondisi sisa trimming yang banyak di prep station disposal required immediately.,PREP_WASTE
Mayonaise kondisi sudah melewati MHD 2 minggu di dry goods shelf direject oleh kitchen manager.,EXPIRED
"catatan chef: Kulit kentang terbuang saat pemotongan during vegetable prep, wajib segera dibuang sesuai SOP",PREP_WASTE
Laporan: Susu cream ditemukan terlewat 1 minggu dari expiry di pada cold storage rack. disposal required immediately,EXPIRED
Telur ayam berbau busuk tidak sedap di dry storage - wajib segera dibuang sesuai SOP,SPOILED
Saus tiram mengalami terlewat 1 minggu dari expiry saat di refrigerated section. Harus disposal required immediately,EXPIRED
Mayonaise kondisi expired date terlampaui di dry goods shelf wajib segera dibuang sesuai SOP.,EXPIRED
Laporan: Minyak zaitun ditemukan terlewat 1 minggu dari expiry di in cooler cabinet. noted dalam daily waste report,EXPIRED
Soup tomato tersentuh oleh hands bare at garnish station - direject oleh kitchen manager,CONTAMINATED
Portion rice mengalami leftover setelah shift saat end of dinner service. Harus wajib segera dibuang sesuai SOP,SURPLUS
"laporan staff shift: Fresh fruit salad over-prepared untuk service in holding warmer, wajib segera dibuang sesuai SOP",SURPLUS
Ayam grilled kering berlebihan terlalu hard dari kompor main stove - noted dalam daily waste report,OVERCOOKED
Soup tomato kondisi tercampur cleaning chemical spray di service counter disposal required immediately.,CONTAMINATED
Tahu segar mengalami berubah warna kehijauan saat di dry storage. Harus direject oleh kitchen manager,SPOILED
Ketchup mengalami telah lewat expired date 3 hari saat pada cold storage rack. Harus disposal required immediately,EXPIRED
Laporan: Chicken stock ditemukan tidak tersentuh customer di prepped but unserved. noted dalam daily waste report,SURPLUS
Noodle dish tersentuh paper towel kotor during food assembly - disposal required immediately,CONTAMINATED
Ujung daun bawang mengalami sisa trimming yang banyak saat di sink area. Harus direject oleh kitchen manager,PREP_WASTE
Mayonaise mengalami expired date terlampaui saat pada cold storage rack. Harus noted dalam daily waste report,EXPIRED
" Steak sapi ribeye keras sekali terlalu overdone grilled on BBQ, disposal required immediately",OVERCOOKED
Susu cream mengalami sudah melewati MHD 2 minggu saat di refrigerated section. Harus wajib segera dibuang sesuai SOP,EXPIRED
Laporan: Batang seledri ditemukan sisa trimming yang banyak di di prep station. direject oleh kitchen manager,PREP_WASTE
Mayonaise sudah melewati MHD 2 minggu in cooler cabinet - direject oleh kitchen manager,EXPIRED
Kentang goreng kondisi kekuatan tekstur berubah keras grilled on BBQ direject oleh kitchen manager.,OVERCOOKED
Laporan: Telur ayam ditemukan berbau busuk tidak sedap di di dry storage. disposal required immediately,SPOILED
Minyak zaitun kondisi expired date terlampaui di refrigerated section noted dalam daily waste report.,EXPIRED
Rice pilaf mengalami keras sekali terlalu overdone saat dari kompor main stove. Harus disposal required immediately,OVERCOOKED
Laporan: Telur ayam ditemukan berjamur hijau kebiruan di di rak pantry. noted dalam daily waste report,SPOILED
Sandwich club mengalami tersentuh oleh hands bare saat during food assembly. Harus disposal required immediately,CONTAMINATED
Saus tiram telah lewat expired date 3 hari pada cold storage rack - harus dibuatkan waste log entry,EXPIRED
Laporan: Ujung daun bawang ditemukan over-trimmed during prep di during vegetable prep. wajib segera dibuang sesuai SOP,PREP_WASTE
"laporan staff shift: Ayam grilled kering berlebihan terlalu hard dari deep fryer, disposal required immediately",OVERCOOKED
Chicken stock tidak terjual hari ini prepped but unserved - harus dibuatkan waste log entry,SURPLUS
Batang asparagus mengalami over-trimmed during prep saat during vegetable prep. Harus disposal required immediately,PREP_WASTE
Ayam grilled kering berlebihan terlalu hard grilled on BBQ - direject oleh kitchen manager,OVERCOOKED
Portion rice kondisi leftover setelah shift after lunch rush disposal required immediately.,SURPLUS
"catatan chef: Grilled chicken breast tidak tersentuh customer after lunch rush, direject oleh kitchen manager",SURPLUS
Noodle dish kondisi tersentuh oleh hands bare di plating area noted dalam daily waste report.,CONTAMINATED
Fresh fruit salad tidak tersentuh customer prepped but unserved - noted dalam daily waste report,SURPLUS
"kondisi aktual: Ayam segar berubah warna kehijauan dalam freezer, direject oleh kitchen manager",SPOILED
Laporan: Tahu segar ditemukan berlendir kekuningan di di chiller utama. wajib segera dibuang sesuai SOP,SPOILED
Batang asparagus kondisi terbuang saat pemotongan pada cutting board wajib segera dibuang sesuai SOP.,PREP_WASTE
Ranting parsley bagian tak terpakai dari prep pada cutting board - noted dalam daily waste report,PREP_WASTE
"laporan staff shift: Susu cream telah lewat expired date 3 hari in cooler cabinet, harus dibuatkan waste log entry",EXPIRED
Telur ayam mengalami berjamur hijau kebiruan saat di counter prep station. Harus noted dalam daily waste report,SPOILED
Ranting parsley mengalami sisa trimming yang banyak saat pada cutting board. Harus disposal required immediately,PREP_WASTE
Daging sapi cincang berlendir keputihan di rak pantry - harus dibuatkan waste log entry,SPOILED
Laporan: Portion rice ditemukan tidak tersentuh customer di end of dinner service. wajib segera dibuang sesuai SOP,SURPLUS
Laporan: Salad Caesar ditemukan tersentuh paper towel kotor di at garnish station. disposal required immediately,CONTAMINATED
Ujung daun bawang mengalami over-trimmed during prep saat pada cutting board. Harus disposal required immediately,PREP_WASTE
Laporan: Kulit kentang ditemukan sisa trimming yang banyak di during vegetable prep. disposal required immediately,PREP_WASTE
Fresh fruit salad mengalami excess production batch saat in holding warmer. Harus harus dibuatkan waste log entry,SURPLUS
Mayonaise kondisi terlewat 1 minggu dari expiry pada cold storage rack wajib segera dibuang sesuai SOP.,EXPIRED
Ranting parsley over-trimmed during prep di sink area - disposal required immediately,PREP_WASTE
"laporan staff shift: Batang asparagus bagian tak terpakai dari prep pada cutting board, noted dalam daily waste report",PREP_WASTE
Laporan: Batang asparagus ditemukan over-trimmed during prep di during vegetable prep. disposal required immediately,PREP_WASTE
Batang asparagus kondisi excessive peeling waste during vegetable prep harus dibuatkan waste log entry.,PREP_WASTE
Sandwich club kondisi tersentuh oleh hands bare di plating area harus dibuatkan waste log entry.,CONTAMINATED
Laporan: Ikan salmon ditemukan berlendir keputihan di di dry storage. disposal required immediately,SPOILED
"kondisi aktual: Grilled chicken breast tidak tersentuh customer end of dinner service, noted dalam daily waste report",SURPLUS
Steak sapi ribeye kering berlebihan terlalu hard dari deep fryer - direject oleh kitchen manager,OVERCOOKED
Steamed broccoli kondisi tidak terjual hari ini prepped but unserved noted dalam daily waste report.,SURPLUS
Laporan: Sandwich club ditemukan tersentuh oleh hands bare di di service counter. harus dibuatkan waste log entry,CONTAMINATED
Kulit kentang excessive peeling waste pada cutting board - disposal required immediately,PREP_WASTE
" Rice bowl tercampur cleaning chemical spray at garnish station, harus dibuatkan waste log entry",CONTAMINATED
" Salad Caesar jatuh ke lantai langsung di plating area, harus dibuatkan waste log entry",CONTAMINATED
Ranting parsley mengalami sisa trimming yang banyak saat during vegetable prep. Harus direject oleh kitchen manager,PREP_WASTE
Sandwich club kondisi jatuh ke lantai langsung at garnish station disposal required immediately.,CONTAMINATED
Kulit kentang mengalami excessive peeling waste saat di sink area. Harus harus dibuatkan waste log entry,PREP_WASTE
"kondisi aktual: Noodle dish tercampur cleaning chemical spray di service counter, wajib segera dibuang sesuai SOP",CONTAMINATED
Ayam segar mengalami berjamur hijau kebiruan saat di counter prep station. Harus harus dibuatkan waste log entry,SPOILED
Salad Caesar tersentuh paper towel kotor during food assembly - harus dibuatkan waste log entry,CONTAMINATED
Sandwich club terkontaminasi hair di service counter - disposal required immediately,CONTAMINATED
Chicken stock mengalami leftover setelah shift saat after lunch rush. Harus direject oleh kitchen manager,SURPLUS
Laporan: Susu cream ditemukan terlewat 1 minggu dari expiry di di dry goods shelf. wajib segera dibuang sesuai SOP,EXPIRED
Keju cheddar mengalami expired date hari ini saat di dry goods shelf. Harus disposal required immediately,EXPIRED
Ayam grilled mengalami keras sekali terlalu overdone saat dari deep fryer. Harus direject oleh kitchen manager,OVERCOOKED
"kondisi aktual: Sandwich club tersentuh oleh hands bare di plating area, disposal required immediately",CONTAMINATED
Sandwich club tercampur cleaning chemical spray di service counter - disposal required immediately,CONTAMINATED
Telur ayam berbau busuk tidak sedap di counter prep station - noted dalam daily waste report,SPOILED
Sayuran brokoli hangus kehitaman setelah oven baking - noted dalam daily waste report,OVERCOOKED
"laporan staff shift: Ayam grilled terlalu gosong kecoklatan setelah oven baking, wajib segera dibuang sesuai SOP",OVERCOOKED
Fresh fruit salad mengalami leftover setelah shift saat after lunch rush. Harus direject oleh kitchen manager,SURPLUS
"inspeksi menemukan Kentang goreng kekuatan tekstur berubah keras dari kompor main stove, harus dibuatkan waste log entry",OVERCOOKED
"catatan chef: Batang asparagus bagian tak terpakai dari prep di sink area, noted dalam daily waste report",PREP_WASTE
Ujung daun bawang kondisi terbuang saat pemotongan di prep station noted dalam daily waste report.,PREP_WASTE
"catatan chef: Telur ayam berbau busuk tidak sedap di dry storage, wajib segera dibuang sesuai SOP",SPOILED
Steak sapi ribeye kondisi keras sekali terlalu overdone dari deep fryer harus dibuatkan waste log entry.,OVERCOOKED
Laporan: Ikan salmon ditemukan berbau busuk tidak sedap di di counter prep station. wajib segera dibuang sesuai SOP,SPOILED
Laporan: Steamed broccoli ditemukan leftover setelah shift di in holding warmer. wajib segera dibuang sesuai SOP,SURPLUS
Ikan cod fillet keras sekali terlalu overdone dari kompor main stove - wajib segera dibuang sesuai SOP,OVERCOOKED
Laporan: Steamed broccoli ditemukan tidak tersentuh customer di after lunch rush. harus dibuatkan waste log entry,SURPLUS
"inspeksi menemukan Saus tiram expired date terlampaui in cooler cabinet, direject oleh kitchen manager",EXPIRED
Grilled chicken breast kondisi tidak terjual hari ini after lunch rush disposal required immediately.,SURPLUS
Laporan: Sandwich club ditemukan tersentuh paper towel kotor di during food assembly. noted dalam daily waste report,CONTAMINATED
Chicken stock mengalami leftover setelah shift saat prepped but unserved. Harus direject oleh kitchen manager,SURPLUS
Ikan salmon mengalami berjamur hijau kebiruan saat di chiller utama. Harus wajib segera dibuang sesuai SOP,SPOILED
Ayam grilled kondisi kekuatan tekstur berubah keras dari deep fryer harus dibuatkan waste log entry.,OVERCOOKED
Laporan: Sayuran brokoli ditemukan terlalu gosong kecoklatan di setelah oven baking. noted dalam daily waste report,OVERCOOKED
"catatan chef: Minyak zaitun expired date hari ini di dry goods shelf, direject oleh kitchen manager",EXPIRED
" Salad Caesar tersentuh oleh hands bare di plating area, harus dibuatkan waste log entry",CONTAMINATED
" Kentang goreng kekuatan tekstur berubah keras dari kompor main stove, noted dalam daily waste report",OVERCOOKED
Soup tomato kondisi tersentuh paper towel kotor di service counter disposal required immediately.,CONTAMINATED
Sayuran brokoli mengalami terlalu gosong kecoklatan saat dari deep fryer. Harus noted dalam daily waste report,OVERCOOKED
Ikan salmon mengalami berjamur hijau kebiruan saat di chiller utama. Harus wajib segera dibuang sesuai SOP,SPOILED
Ayam grilled mengalami kekuatan tekstur berubah keras saat setelah oven baking. Harus noted dalam daily waste report,OVERCOOKED
Laporan: Steamed broccoli ditemukan leftover setelah shift di in holding warmer. noted dalam daily waste report,SURPLUS
Ikan salmon mengalami berbau busuk tidak sedap saat dalam freezer. Harus direject oleh kitchen manager,SPOILED
Ayam segar mengalami berlendir keputihan saat di chiller utama. Harus disposal required immediately,SPOILED
Saus tiram mengalami sudah melewati MHD 2 minggu saat di dry goods shelf. Harus disposal required immediately,EXPIRED
Ketchup kondisi sudah melewati MHD 2 minggu di dry goods shelf harus dibuatkan waste log entry.,EXPIRED
"laporan staff shift: Ayam grilled hangus kehitaman dari kompor main stove, disposal required immediately",OVERCOOKED
" Batang asparagus over-trimmed during prep di prep station, disposal required immediately",PREP_WASTE
Laporan: Ikan salmon ditemukan berlendir kekuningan di dalam freezer. disposal required immediately,SPOILED
"kondisi aktual: Batang seledri over-trimmed during prep pada cutting board, noted dalam daily waste report",PREP_WASTE
"kondisi aktual: Steak sapi ribeye hangus kehitaman setelah oven baking, disposal required immediately",OVERCOOKED
Laporan: Telur ayam ditemukan berlendir kekuningan di di chiller utama. harus dibuatkan waste log entry,SPOILED
Telur ayam berlendir keputihan di dry storage - direject oleh kitchen manager,SPOILED
Noodle dish mengalami terkontaminasi hair saat during food assembly. Harus wajib segera dibuang sesuai SOP,CONTAMINATED
Ketchup sudah melewati MHD 2 minggu di refrigerated section - direject oleh kitchen manager,EXPIRED
Kentang goreng kondisi keras sekali terlalu overdone dari deep fryer direject oleh kitchen manager.,OVERCOOKED
Laporan: Salad Caesar ditemukan tersentuh paper towel kotor di at garnish station. direject oleh kitchen manager,CONTAMINATED
Laporan: Saus tiram ditemukan expired date hari ini di di refrigerated section. noted dalam daily waste report,EXPIRED
Portion rice excess production batch end of dinner service - wajib segera dibuang sesuai SOP,SURPLUS
Laporan: Mayonaise ditemukan expired date hari ini di in cooler cabinet. direject oleh kitchen manager,EXPIRED
"inspeksi menemukan Soup tomato tersentuh oleh hands bare during food assembly, harus dibuatkan waste log entry",CONTAMINATED
Soup tomato kondisi terkontaminasi hair during food assembly disposal required immediately.,CONTAMINATED
" Daging sapi cincang berlendir keputihan di dry storage, direject oleh kitchen manager",SPOILED
Kulit kentang mengalami terbuang saat pemotongan saat di sink area. Harus harus dibuatkan waste log entry,PREP_WASTE
Laporan: Ikan salmon ditemukan berubah warna kehijauan di di dry storage. noted dalam daily waste report,SPOILED
"laporan staff shift: Susu cream sudah melewati MHD 2 minggu in cooler cabinet, harus dibuatkan waste log entry",EXPIRED
Sayuran brokoli mengalami keras sekali terlalu overdone saat grilled on BBQ. Harus disposal required immediately,OVERCOOKED
" Potongan wortel terbuang saat pemotongan pada cutting board, harus dibuatkan waste log entry",PREP_WASTE
Rice pilaf mengalami kering berlebihan terlalu hard saat grilled on BBQ. Harus harus dibuatkan waste log entry,OVERCOOKED
Steamed broccoli kondisi tidak terjual hari ini in holding warmer harus dibuatkan waste log entry.,SURPLUS
"laporan staff shift: Chicken stock leftover setelah shift end of dinner service, harus dibuatkan waste log entry",SURPLUS
Sandwich club kondisi jatuh ke lantai langsung di plating area disposal required immediately.,CONTAMINATED
Sandwich club kondisi tersentuh paper towel kotor di service counter harus dibuatkan waste log entry.,CONTAMINATED
Sayuran brokoli terlalu gosong kecoklatan grilled on BBQ - noted dalam daily waste report,OVERCOOKED
"inspeksi menemukan Steamed broccoli leftover setelah shift prepped but unserved, harus dibuatkan waste log entry",SURPLUS
"kondisi aktual: Telur ayam berbau busuk tidak sedap di chiller utama, harus dibuatkan waste log entry",SPOILED
Ayam grilled hangus kehitaman dari deep fryer - harus dibuatkan waste log entry,OVERCOOKED
"catatan chef: Ketchup sudah melewati MHD 2 minggu in cooler cabinet, wajib segera dibuang sesuai SOP",EXPIRED
Laporan: Salad Caesar ditemukan tersentuh oleh hands bare di during food assembly. wajib segera dibuang sesuai SOP,CONTAMINATED
Grilled chicken breast kondisi leftover setelah shift end of dinner service noted dalam daily waste report.,SURPLUS
"catatan chef: Grilled chicken breast tidak tersentuh customer end of dinner service, harus dibuatkan waste log entry",SURPLUS
Laporan: Susu cream ditemukan expired date terlampaui di in cooler cabinet. harus dibuatkan waste log entry,EXPIRED
Telur ayam berlendir kekuningan di chiller utama - direject oleh kitchen manager,SPOILED
" Rice pilaf hangus kehitaman dari kompor main stove, disposal required immediately",OVERCOOKED
Grilled chicken breast mengalami excess production batch saat in holding warmer. Harus noted dalam daily waste report,SURPLUS
Potongan wortel over-trimmed during prep di prep station - wajib segera dibuang sesuai SOP,PREP_WASTE
" Rice bowl jatuh ke lantai langsung at garnish station, harus dibuatkan waste log entry",CONTAMINATED
" Portion rice tidak terjual hari ini after lunch rush, harus dibuatkan waste log entry",SURPLUS
Minyak zaitun kondisi terlewat 1 minggu dari expiry di dry goods shelf harus dibuatkan waste log entry.,EXPIRED
"inspeksi menemukan Batang asparagus terbuang saat pemotongan during vegetable prep, direject oleh kitchen manager",PREP_WASTE
Ranting parsley mengalami terbuang saat pemotongan saat di sink area. Harus noted dalam daily waste report,PREP_WASTE
Sandwich club kondisi jatuh ke lantai langsung at garnish station wajib segera dibuang sesuai SOP.,CONTAMINATED
Mayonaise kondisi telah lewat expired date 3 hari di dry goods shelf direject oleh kitchen manager.,EXPIRED
"kondisi aktual: Mayonaise telah lewat expired date 3 hari pada cold storage rack, harus dibuatkan waste log entry",EXPIRED
Sandwich club mengalami terkontaminasi hair saat at garnish station. Harus noted dalam daily waste report,CONTAMINATED
